"","id_debate","ncat_eleccion","cat_pais","t_fecha","ncat_ronda","str_organizador","cat_organizador","cat_subtipoorg","n_strorganizador","n_catorganizador","dico_org_educ","dico_org_estado","dico_org_mmc","dico_org_mmp","dico_org_osc","nombres_organizadores","ncat_subtipov2","cat_tipoorgv2","ncat_tipoorg_ambito","ncat_tipoorg_visibilidad","cat_areaorg"
"112",77,2017,"Chile",2017-10-24,1,"Agrupación Lésbica Rompiendo El Silencio;Aprofa Chile;Coordinadora Autónoma contra la Violencia;Corporación Humanas;Mujeres Lideres Para Chile;Fondo Alquimia;Fundación Margen;Instituto de la Mujer;Mesa Acción por el Aborto en Chile;Movimiento Pro-Emancipación de las Mujeres de Chile;Observatorio Contra el Acoso Callejero Chile;Observatorio de Género y Equidad;Red Chilena Contra la Violencia Hacia las Mujeres;El Desconcierto.","mmc;osc","osc;medio_digital",14,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Aprofa Chile","ong_genero","osc",3,1,"osc_ddh"
"113",77,2017,"Chile",2017-10-24,1,"Agrupación Lésbica Rompiendo El Silencio;Aprofa Chile;Coordinadora Autónoma contra la Violencia;Corporación Humanas;Mujeres Lideres Para Chile;Fondo Alquimia;Fundación Margen;Instituto de la Mujer;Mesa Acción por el Aborto en Chile;Movimiento Pro-Emancipación de las Mujeres de Chile;Observatorio Contra el Acoso Callejero Chile;Observatorio de Género y Equidad;Red Chilena Contra la Violencia Hacia las Mujeres;El Desconcierto.","mmc;osc","osc;medio_digital",14,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Coordinadora Autónoma contra la Violencia","coordinadora","osc",3,1,"otros_osc"
"114",77,2017,"Chile",2017-10-24,1,"Agrupación Lésbica Rompiendo El Silencio;Aprofa Chile;Coordinadora Autónoma contra la Violencia;Corporación Humanas;Mujeres Lideres Para Chile;Fondo Alquimia;Fundación Margen;Instituto de la Mujer;Mesa Acción por el Aborto en Chile;Movimiento Pro-Emancipación de las Mujeres de Chile;Observatorio Contra el Acoso Callejero Chile;Observatorio de Género y Equidad;Red Chilena Contra la Violencia Hacia las Mujeres;El Desconcierto.","mmc;osc","osc;medio_digital",14,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Corporación Humanas","ong_genero","osc",3,1,"osc_ddh"
"115",77,2017,"Chile",2017-10-24,1,"Agrupación Lésbica Rompiendo El Silencio;Aprofa Chile;Coordinadora Autónoma contra la Violencia;Corporación Humanas;Mujeres Lideres Para Chile;Fondo Alquimia;Fundación Margen;Instituto de la Mujer;Mesa Acción por el Aborto en Chile;Movimiento Pro-Emancipación de las Mujeres de Chile;Observatorio Contra el Acoso Callejero Chile;Observatorio de Género y Equidad;Red Chilena Contra la Violencia Hacia las Mujeres;El Desconcierto.","mmc;osc","osc;medio_digital",14,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Mujeres Lideres Para Chile","ong_genero","osc",3,1,"osc_ddh"
"116",77,2017,"Chile",2017-10-24,1,"Agrupación Lésbica Rompiendo El Silencio;Aprofa Chile;Coordinadora Autónoma contra la Violencia;Corporación Humanas;Mujeres Lideres Para Chile;Fondo Alquimia;Fundación Margen;Instituto de la Mujer;Mesa Acción por el Aborto en Chile;Movimiento Pro-Emancipación de las Mujeres de Chile;Observatorio Contra el Acoso Callejero Chile;Observatorio de Género y Equidad;Red Chilena Contra la Violencia Hacia las Mujeres;El Desconcierto.","mmc;osc","osc;medio_digital",14,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Fondo Alquimia","ong_genero","osc",3,1,"osc_ddh"
"117",77,2017,"Chile",2017-10-24,1,"Agrupación Lésbica Rompiendo El Silencio;Aprofa Chile;Coordinadora Autónoma contra la Violencia;Corporación Humanas;Mujeres Lideres Para Chile;Fondo Alquimia;Fundación Margen;Instituto de la Mujer;Mesa Acción por el Aborto en Chile;Movimiento Pro-Emancipación de las Mujeres de Chile;Observatorio Contra el Acoso Callejero Chile;Observatorio de Género y Equidad;Red Chilena Contra la Violencia Hacia las Mujeres;El Desconcierto.","mmc;osc","osc;medio_digital",14,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Fundación Margen","ong_genero","osc",3,1,"osc_ddh"
"118",77,2017,"Chile",2017-10-24,1,"Agrupación Lésbica Rompiendo El Silencio;Aprofa Chile;Coordinadora Autónoma contra la Violencia;Corporación Humanas;Mujeres Lideres Para Chile;Fondo Alquimia;Fundación Margen;Instituto de la Mujer;Mesa Acción por el Aborto en Chile;Movimiento Pro-Emancipación de las Mujeres de Chile;Observatorio Contra el Acoso Callejero Chile;Observatorio de Género y Equidad;Red Chilena Contra la Violencia Hacia las Mujeres;El Desconcierto.","mmc;osc","osc;medio_digital",14,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Instituto de la Mujer","ong_genero","osc",3,1,"osc_ddh"
"119",77,2017,"Chile",2017-10-24,1,"Agrupación Lésbica Rompiendo El Silencio;Aprofa Chile;Coordinadora Autónoma contra la Violencia;Corporación Humanas;Mujeres Lideres Para Chile;Fondo Alquimia;Fundación Margen;Instituto de la Mujer;Mesa Acción por el Aborto en Chile;Movimiento Pro-Emancipación de las Mujeres de Chile;Observatorio Contra el Acoso Callejero Chile;Observatorio de Género y Equidad;Red Chilena Contra la Violencia Hacia las Mujeres;El Desconcierto.","mmc;osc","osc;medio_digital",14,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Mesa Acción por el Aborto en Chile","coordinadora","osc",3,1,"otros_osc"
"120",77,2017,"Chile",2017-10-24,1,"Agrupación Lésbica Rompiendo El Silencio;Aprofa Chile;Coordinadora Autónoma contra la Violencia;Corporación Humanas;Mujeres Lideres Para Chile;Fondo Alquimia;Fundación Margen;Instituto de la Mujer;Mesa Acción por el Aborto en Chile;Movimiento Pro-Emancipación de las Mujeres de Chile;Observatorio Contra el Acoso Callejero Chile;Observatorio de Género y Equidad;Red Chilena Contra la Violencia Hacia las Mujeres;El Desconcierto.","mmc;osc","osc;medio_digital",14,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Movimiento Pro-Emancipación de las Mujeres de Chile","ong_genero","osc",3,1,"osc_ddh"
"121",77,2017,"Chile",2017-10-24,1,"Agrupación Lésbica Rompiendo El Silencio;Aprofa Chile;Coordinadora Autónoma contra la Violencia;Corporación Humanas;Mujeres Lideres Para Chile;Fondo Alquimia;Fundación Margen;Instituto de la Mujer;Mesa Acción por el Aborto en Chile;Movimiento Pro-Emancipación de las Mujeres de Chile;Observatorio Contra el Acoso Callejero Chile;Observatorio de Género y Equidad;Red Chilena Contra la Violencia Hacia las Mujeres;El Desconcierto.","mmc;osc","osc;medio_digital",14,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Observatorio Contra el Acoso Callejero Chile","ong_genero","osc",3,1,"osc_ddh"
"122",77,2017,"Chile",2017-10-24,1,"Agrupación Lésbica Rompiendo El Silencio;Aprofa Chile;Coordinadora Autónoma contra la Violencia;Corporación Humanas;Mujeres Lideres Para Chile;Fondo Alquimia;Fundación Margen;Instituto de la Mujer;Mesa Acción por el Aborto en Chile;Movimiento Pro-Emancipación de las Mujeres de Chile;Observatorio Contra el Acoso Callejero Chile;Observatorio de Género y Equidad;Red Chilena Contra la Violencia Hacia las Mujeres;El Desconcierto.","mmc;osc","osc;medio_digital",14,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Observatorio de Género y Equidad","ong_genero","osc",3,1,"osc_ddh"
"123",77,2017,"Chile",2017-10-24,1,"Agrupación Lésbica Rompiendo El Silencio;Aprofa Chile;Coordinadora Autónoma contra la Violencia;Corporación Humanas;Mujeres Lideres Para Chile;Fondo Alquimia;Fundación Margen;Instituto de la Mujer;Mesa Acción por el Aborto en Chile;Movimiento Pro-Emancipación de las Mujeres de Chile;Observatorio Contra el Acoso Callejero Chile;Observatorio de Género y Equidad;Red Chilena Contra la Violencia Hacia las Mujeres;El Desconcierto.","mmc;osc","osc;medio_digital",14,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Red Chilena Contra la Violencia Hacia las Mujeres","coordinadora","osc",3,1,"otros_osc"
"124",77,2017,"Chile",2017-10-24,1,"Agrupación Lésbica Rompiendo El Silencio;Aprofa Chile;Coordinadora Autónoma contra la Violencia;Corporación Humanas;Mujeres Lideres Para Chile;Fondo Alquimia;Fundación Margen;Instituto de la Mujer;Mesa Acción por el Aborto en Chile;Movimiento Pro-Emancipación de las Mujeres de Chile;Observatorio Contra el Acoso Callejero Chile;Observatorio de Género y Equidad;Red Chilena Contra la Violencia Hacia las Mujeres;El Desconcierto.","mmc;osc","osc;medio_digital",14,2,"FALSE","FALSE","TRUE","FALSE","TRUE","El Desconcierto.","digital_privado","mmc",2,3,"grafico"
"125",78,2017,"Chile",2017-09-28,1,"ANP Asociación Nacional de la Prensa","mmc","asoc_medios",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","ANP Asociación Nacional de la Prensa","asoc_medios","mmc",3,2,"asociaciones_medios"
"126",79,2017,"Chile",2017-10-20,1,"ARCHI","mmc","asoc_medios",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","ARCHI","asoc_medios","mmc",3,2,"asociaciones_medios"
"127",80,2017,"Chile",2017-11-06,1,"ANATEL","mmc","asoc_medios",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","ANATEL","asoc_medios","mmc",3,2,"asociaciones_medios"
"128",81,2017,"Chile",2017-12-07,2,"ARCHI","mmc","asoc_medios",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","ARCHI","asoc_medios","mmc",3,2,"asociaciones_medios"
"129",82,2017,"Chile",2017-12-11,2,"ANATEL","mmc","asoc_medios",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","ANATEL","asoc_medios","mmc",3,2,"asociaciones_medios"
"130",83,2015,"Argentina",2015-10-05,1,"Argentina Debate","osc","osc",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","Argentina Debate","ong_democracia","osc",3,1,"osc_desarrollo"
"131",84,2015,"Argentina",2015-10-15,2,"Argentina Debate","osc","osc",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","Argentina Debate","ong_democracia","osc",3,1,"osc_desarrollo"
"132",85,2019,"Argentina",2019-10-13,1,"Cámara Nacional Electoral (Arg)","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","Cámara Nacional Electoral (Arg)","estado_electoral","estado",5,1,"estado"
"133",86,2019,"Argentina",2019-10-20,1,"Cámara Nacional Electoral (Arg)","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","Cámara Nacional Electoral (Arg)","estado_electoral","estado",5,1,"estado"
"134",87,1990,"Peru",1990-06-03,2,"Intercampus","educ","instit_educ",1,1,"TRUE","FALSE","FALSE","FALSE","FALSE","Intercampus","educ_asoc","educ",3,1,"educacion"
"135",88,2001,"Peru",2001-05-19,2,"Asociación Civil Transparencia","osc","osc",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","Asociación Civil Transparencia","ong_democracia","osc",3,1,"osc_desarrollo"
"136",89,2006,"Peru",2006-05-21,2,"Universidad Mayor de San Marcos;Universidad Nacional de Ingeniería;Universidad Agraria de la Molina;Sociedad Nacional de Radio y Televisión;CIES;Colegio de Ingenieros del Perú","osc;educ;mmc","osc",6,3,"TRUE","FALSE","TRUE","FALSE","TRUE","Universidad Mayor de San Marcos","educ_publica","educ",4,1,"educacion"
"137",89,2006,"Peru",2006-05-21,2,"Universidad Mayor de San Marcos;Universidad Nacional de Ingeniería;Universidad Agraria de la Molina;Sociedad Nacional de Radio y Televisión;CIES;Colegio de Ingenieros del Perú","osc;educ;mmc","osc",6,3,"TRUE","FALSE","TRUE","FALSE","TRUE","Universidad Nacional de Ingeniería","educ_publica","educ",4,1,"educacion"
"138",89,2006,"Peru",2006-05-21,2,"Universidad Mayor de San Marcos;Universidad Nacional de Ingeniería;Universidad Agraria de la Molina;Sociedad Nacional de Radio y Televisión;CIES;Colegio de Ingenieros del Perú","osc;educ;mmc","osc",6,3,"TRUE","FALSE","TRUE","FALSE","TRUE","Universidad Agraria de la Molina","educ_publica","educ",4,1,"educacion"
"139",89,2006,"Peru",2006-05-21,2,"Universidad Mayor de San Marcos;Universidad Nacional de Ingeniería;Universidad Agraria de la Molina;Sociedad Nacional de Radio y Televisión;CIES;Colegio de Ingenieros del Perú","osc;educ;mmc","osc",6,3,"TRUE","FALSE","TRUE","FALSE","TRUE","Sociedad Nacional de Radio y Televisión","asoc_medios","mmc",3,2,"asociaciones_medios"
"140",89,2006,"Peru",2006-05-21,2,"Universidad Mayor de San Marcos;Universidad Nacional de Ingeniería;Universidad Agraria de la Molina;Sociedad Nacional de Radio y Televisión;CIES;Colegio de Ingenieros del Perú","osc;educ;mmc","osc",6,3,"TRUE","FALSE","TRUE","FALSE","TRUE","CIES","thinkthank","osc",3,1,"osc_desarrollo"
"141",89,2006,"Peru",2006-05-21,2,"Universidad Mayor de San Marcos;Universidad Nacional de Ingeniería;Universidad Agraria de la Molina;Sociedad Nacional de Radio y Televisión;CIES;Colegio de Ingenieros del Perú","osc;educ;mmc","osc",6,3,"TRUE","FALSE","TRUE","FALSE","TRUE","Colegio de Ingenieros del Perú","asoc_prof","osc",1,1,"profesionales"
"142",90,2011,"Peru",2011-03-11,1,"Jurado Nacional de Elecciones (Perú)","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","Jurado Nacional de Elecciones (Perú)","estado_electoral","estado",5,1,"estado"
"143",91,2011,"Peru",2011-03-03,1,"Grupo El Comercio (Perú)","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Grupo El Comercio (Perú)","grafico_privado","mmc",2,3,"grafico"
"144",92,2011,"Peru",2011-04-03,1,"Asociación Civil Transparencia;Sociedad Nacional de Radio y Televisión","mmc;osc","osc;asoc_medios",2,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Asociación Civil Transparencia","ong_democracia","osc",3,1,"osc_desarrollo"
"145",92,2011,"Peru",2011-04-03,1,"Asociación Civil Transparencia;Sociedad Nacional de Radio y Televisión","mmc;osc","osc;asoc_medios",2,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Sociedad Nacional de Radio y Televisión","asoc_medios","mmc",3,2,"asociaciones_medios"
"146",93,2011,"Peru",2011-05-29,2,"Jurado Nacional de Elecciones (Perú)","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","Jurado Nacional de Elecciones (Perú)","estado_electoral","estado",5,1,"estado"
"147",94,2016,"Peru",2016-02-11,1,"Colegio de Periodistas del Perú;Colegio de Abogados de Lima","mmc;osc","asoc_prof;asoc_medios",2,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Colegio de Periodistas del Perú","asoc_prensa","mmc",3,2,"asociaciones_medios"
"148",94,2016,"Peru",2016-02-11,1,"Colegio de Periodistas del Perú;Colegio de Abogados de Lima","mmc;osc","asoc_prof;asoc_medios",2,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Colegio de Abogados de Lima","asoc_prof","osc",1,1,"profesionales"
"149",95,2016,"Peru",2016-04-03,1,"Jurado Nacional de Elecciones (Perú)","estado","organismo_estado;osc;org_internac",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","Jurado Nacional de Elecciones (Perú)","estado_electoral","estado",5,1,"estado"
"150",96,2016,"Peru",2016-05-22,2,"Jurado Nacional de Elecciones (Perú)","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","Jurado Nacional de Elecciones (Perú)","estado_electoral","estado",5,1,"estado"
"151",97,2016,"Peru",2016-05-29,2,"Jurado Nacional de Elecciones (Perú)","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","Jurado Nacional de Elecciones (Perú)","estado_electoral","estado",5,1,"estado"
"152",98,2021,"Peru",2021-03-09,1,"Grupo El Comercio (Perú)","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Grupo El Comercio (Perú)","grafico_privado","mmc",2,3,"grafico"
"153",99,2021,"Peru",2021-03-21,1,"América Noticias;Canal N","mmc","medio_privado",2,1,"FALSE","FALSE","TRUE","FALSE","FALSE","América Noticias","tv_abierta_privada","mmc",2,3,"tv"
"154",99,2021,"Peru",2021-03-21,1,"América Noticias;Canal N","mmc","medio_privado",2,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Canal N","tv_pago_privada","mmc",2,3,"tv"
"155",100,2021,"Peru",2021-03-29,1,"Jurado Nacional de Elecciones (Perú)","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","Jurado Nacional de Elecciones (Perú)","estado_electoral","estado",5,1,"estado"
"156",101,2021,"Peru",2021-05-01,2,"Municipalidad de Cajamarca","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","Municipalidad de Cajamarca","estado_subnacional","estado",5,1,"estado"
"157",102,2021,"Peru",2021-05-30,2,"Jurado Nacional de Elecciones (Perú)","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","Jurado Nacional de Elecciones (Perú)","estado_electoral","estado",5,1,"estado"
"158",103,1993,"Paraguay",NA,1,"NA","NA",NA,1,1,"NA","NA","NA","NA","NA","NA","PENDIENTE",NA,NA,NA,NA
"159",104,1998,"Paraguay",1998-05-08,1,"NA","NA",NA,1,1,"NA","NA","NA","NA","NA","NA","PENDIENTE",NA,NA,NA,NA
"160",105,2003,"Paraguay",2003-02-25,1,"Canal 13 (Paraguay)","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Canal 13 (Paraguay)","tv_abierta_privada","mmc",2,3,"tv"
"161",106,2008,"Paraguay",2008-04-17,1,"Telefuturo","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Telefuturo","tv_abierta_privada","mmc",2,3,"tv"
"162",107,2008,"Paraguay",2008-04-03,1,"CNN en Español;Canal 9 SNT (Paraguay)","mmc","medio_privado;canal_internacional",2,1,"FALSE","FALSE","TRUE","FALSE","FALSE","CNN en Español","tv_internacional","mmc",2,3,"internacional"
"163",107,2008,"Paraguay",2008-04-03,1,"CNN en Español;Canal 9 SNT (Paraguay)","mmc","medio_privado;canal_internacional",2,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Canal 9 SNT (Paraguay)","tv_abierta_privada","mmc",2,3,"tv"
"164",108,2013,"Paraguay",2013-02-25,1,"Universidad San Carlos;Asociación Rural del Paraguay (ARP);Unión de Gremios de la Producción (UGP);Federación de Cooperativas de Producción (FECOPROD)","educ;osc","org_empresaria;org_gremial;instit_educ",4,2,"TRUE","FALSE","FALSE","FALSE","TRUE","Universidad San Carlos","educ_privada","educ",2,1,"educacion"
"165",108,2013,"Paraguay",2013-02-25,1,"Universidad San Carlos;Asociación Rural del Paraguay (ARP);Unión de Gremios de la Producción (UGP);Federación de Cooperativas de Producción (FECOPROD)","educ;osc","org_empresaria;org_gremial;instit_educ",4,2,"TRUE","FALSE","FALSE","FALSE","TRUE","Asociación Rural del Paraguay (ARP)","asoc_empresaria","osc",1,1,"empresa"
"166",108,2013,"Paraguay",2013-02-25,1,"Universidad San Carlos;Asociación Rural del Paraguay (ARP);Unión de Gremios de la Producción (UGP);Federación de Cooperativas de Producción (FECOPROD)","educ;osc","org_empresaria;org_gremial;instit_educ",4,2,"TRUE","FALSE","FALSE","FALSE","TRUE","Unión de Gremios de la Producción (UGP)","asoc_prof","osc",1,1,"profesionales"
"167",108,2013,"Paraguay",2013-02-25,1,"Universidad San Carlos;Asociación Rural del Paraguay (ARP);Unión de Gremios de la Producción (UGP);Federación de Cooperativas de Producción (FECOPROD)","educ;osc","org_empresaria;org_gremial;instit_educ",4,2,"TRUE","FALSE","FALSE","FALSE","TRUE","Federación de Cooperativas de Producción (FECOPROD)","asoc_empresaria","osc",1,1,"empresa"
"168",109,2013,"Paraguay",2013-03-24,1,"DENDE Democracia En Desarrollo;CERNECO Centro de Regulación, Normas y Estudios de la Comunicación","osc","osc",2,1,"FALSE","FALSE","FALSE","FALSE","TRUE","DENDE Democracia En Desarrollo","ong_democracia","osc",3,1,"osc_desarrollo"
"169",109,2013,"Paraguay",2013-03-24,1,"DENDE Democracia En Desarrollo;CERNECO Centro de Regulación, Normas y Estudios de la Comunicación","osc","osc",2,1,"FALSE","FALSE","FALSE","FALSE","TRUE","CERNECO Centro de Regulación, Normas y Estudios de la Comunicación","asoc_medios","mmc",3,2,"asociaciones_medios"
"170",110,2013,"Paraguay",2013-03-17,1,"DENDE Democracia En Desarrollo;CERNECO Centro de Regulación, Normas y Estudios de la Comunicación","osc","osc",2,1,"FALSE","FALSE","FALSE","FALSE","TRUE","DENDE Democracia En Desarrollo","ong_democracia","osc",3,1,"osc_desarrollo"
"171",110,2013,"Paraguay",2013-03-17,1,"DENDE Democracia En Desarrollo;CERNECO Centro de Regulación, Normas y Estudios de la Comunicación","osc","osc",2,1,"FALSE","FALSE","FALSE","FALSE","TRUE","CERNECO Centro de Regulación, Normas y Estudios de la Comunicación","asoc_medios","mmc",3,2,"asociaciones_medios"
"172",111,2013,"Paraguay",2013-01-24,1,"Unicanal","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Unicanal","tv_pago_privada","mmc",2,3,"tv"
"173",112,2018,"Paraguay",2018-04-16,1,"DENDE Democracia En Desarrollo","osc","osc",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","DENDE Democracia En Desarrollo","ong_democracia","osc",3,1,"osc_desarrollo"
"174",113,1979,"Ecuador",1978-05-27,1,"Canal 10 Telecentro;Círculo de Periodistas del Guayas","mmc","medio_privado;asoc_medios",2,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Canal 10 Telecentro","tv_abierta_privada","mmc",2,3,"tv"
"175",113,1979,"Ecuador",1978-05-27,1,"Canal 10 Telecentro;Círculo de Periodistas del Guayas","mmc","medio_privado;asoc_medios",2,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Círculo de Periodistas del Guayas","asoc_prensa","mmc",3,2,"asociaciones_medios"
"176",114,1979,"Ecuador",1979-02-05,2,"Ecuavisa","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Ecuavisa","tv_abierta_privada","mmc",2,3,"tv"
"177",115,1984,"Ecuador",1984-04-29,2,"Canal 10 Telecentro;AER Asociación Ecuatoriana de Radiodifusión","mmc","medio_privado;asoc_medios",2,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Canal 10 Telecentro","tv_abierta_privada","mmc",2,3,"tv"
"178",115,1984,"Ecuador",1984-04-29,2,"Canal 10 Telecentro;AER Asociación Ecuatoriana de Radiodifusión","mmc","medio_privado;asoc_medios",2,1,"FALSE","FALSE","TRUE","FALSE","FALSE","AER Asociación Ecuatoriana de Radiodifusión","asoc_medios","mmc",3,2,"asociaciones_medios"
"179",116,1992,"Ecuador",1992-02-28,1,"Cámara de Industriales de Pichincha","osc","asoc_prof",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","Cámara de Industriales de Pichincha","asoc_empresaria","osc",1,1,"empresa"
"180",117,1992,"Ecuador",1992-04-17,1,"Cámara de la Construcción de Quito","osc","asoc_prof",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","Cámara de la Construcción de Quito","asoc_empresaria","osc",1,1,"empresa"
"181",118,2006,"Ecuador",2006-08-22,1,"Cámara de Comercio de Guayaquil","osc","org_empresaria",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","Cámara de Comercio de Guayaquil","asoc_empresaria","osc",1,1,"empresa"
"182",119,2006,"Ecuador",2006-09-26,1,"Cámara de Comercio 
de Quito","osc","org_empresaria",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","Cámara de Comercio 
de Quito",NA,NA,NA,NA,NA
"183",120,2006,"Ecuador",2006-10-05,1,"CNN en Español;Ecuavisa","mmc","medio_privado;canal_internacional",2,1,"FALSE","FALSE","TRUE","FALSE","FALSE","CNN en Español","tv_internacional","mmc",2,3,"internacional"
"184",120,2006,"Ecuador",2006-10-05,1,"CNN en Español;Ecuavisa","mmc","medio_privado;canal_internacional",2,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Ecuavisa","tv_abierta_privada","mmc",2,3,"tv"
"185",121,2013,"Ecuador",2012-12-12,1,"Cámara de Comercio de Guayaquil","osc","org_empresaria",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","Cámara de Comercio de Guayaquil","asoc_empresaria","osc",1,1,"empresa"
"186",122,2017,"Ecuador",2017-01-25,1,"Cámara de Comercio de Guayaquil","osc","org_empresaria",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","Cámara de Comercio de Guayaquil","asoc_empresaria","osc",1,1,"empresa"
"187",123,2021,"Ecuador",2017-02-05,1,"Grupo El Comercio (Ecuador)","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Grupo El Comercio (Ecuador)","grafico_privado","mmc",2,3,"grafico"
"188",124,2021,"Ecuador",2021-01-16,1,"Cámara Nacional Electoral (Ecuador)","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","Cámara Nacional Electoral (Ecuador)","estado_electoral","estado",5,1,"estado"
"189",125,2021,"Ecuador",2021-01-09,1,"TVC Televicentro;Grupo El Comercio (Ecuador)","mmc","medio_privado",2,1,"FALSE","FALSE","TRUE","FALSE","FALSE","TVC Televicentro","tv_abierta_privada","mmc",2,3,"tv"
"190",125,2021,"Ecuador",2021-01-09,1,"TVC Televicentro;Grupo El Comercio (Ecuador)","mmc","medio_privado",2,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Grupo El Comercio (Ecuador)","grafico_privado","mmc",2,3,"grafico"
"191",126,2021,"Ecuador",2021-01-14,1,"Cámara de Comercio de Guayaquil;UEES Universidad del Espíritu Santo","osc;educ","org_empresaria;instit_educ",2,2,"TRUE","FALSE","FALSE","FALSE","TRUE","Cámara de Comercio de Guayaquil","asoc_empresaria","osc",1,1,"empresa"
"192",126,2021,"Ecuador",2021-01-14,1,"Cámara de Comercio de Guayaquil;UEES Universidad del Espíritu Santo","osc;educ","org_empresaria;instit_educ",2,2,"TRUE","FALSE","FALSE","FALSE","TRUE","UEES Universidad del Espíritu Santo","educ_iglesia","educ",2,1,"iglesia"
"193",127,2021,"Ecuador",2021-03-21,2,"Cámara Nacional Electoral (Ecuador)","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","Cámara Nacional Electoral (Ecuador)","estado_electoral","estado",5,1,"estado"
"194",128,1984,"Uruguay",NA,1,NA,"NA",NA,NA,1,"NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"195",129,1989,"Uruguay",NA,1,"Canal 12 Telemundo","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Canal 12 Telemundo","tv_abierta_privada","mmc",2,3,"tv"
"196",130,1989,"Uruguay",NA,1,"Canal 12 Telemundo","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Canal 12 Telemundo","tv_abierta_privada","mmc",2,3,"tv"
"197",131,1989,"Uruguay",NA,1,"Canal 12 Telemundo","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Canal 12 Telemundo","tv_abierta_privada","mmc",2,3,"tv"
"198",132,1989,"Uruguay",NA,1,"Canal 12 Telemundo","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Canal 12 Telemundo","tv_abierta_privada","mmc",2,3,"tv"
"199",133,1989,"Uruguay",NA,1,"Canal 12 Telemundo","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Canal 12 Telemundo","tv_abierta_privada","mmc",2,3,"tv"
